metric_name,metric_date_start,metric_date_end,metric_text,metric_value,metric_numerator,metric_denominator,mmwr_year,mmwr_week
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18367 12:00:00 AM,04/22/2020 12:00:00 PM,,397,,,2020,17
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18366 12:00:00 AM,04/21/2020 12:00:00 PM,,340,,,2020,17
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18365 12:00:00 AM,04/20/2020 12:00:00 PM,,433,,,2020,17
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18364 12:00:00 AM,04/19/2020 12:00:00 PM,,433,,,2020,17
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18363 12:00:00 AM,04/18/2020 12:00:00 PM,,433,,,2020,16
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18362 12:00:00 AM,04/17/2020 12:00:00 PM,,433,,,2020,16
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18361 12:00:00 AM,04/16/2020 12:00:00 PM,,474,,,2020,16
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18360 12:00:00 AM,04/15/2020 12:00:00 PM,,742,,,2020,16
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18359 12:00:00 AM,04/14/2020 12:00:00 PM,,742,,,2020,16
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18358 12:00:00 AM,04/13/2020 12:00:00 PM,,664,,,2020,16
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18357 12:00:00 AM,04/12/2020 12:00:00 PM,,664,,,2020,16
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18356 12:00:00 AM,04/11/2020 12:00:00 PM,,664,,,2020,15
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18355 12:00:00 AM,04/10/2020 12:00:00 PM,,664,,,2020,15
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18354 12:00:00 AM,04/09/2020 12:00:00 PM,,578,,,2020,15
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18353 12:00:00 AM,04/08/2020 12:00:00 PM,,496,,,2020,15
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18352 12:00:00 AM,04/07/2020 12:00:00 PM,,489,,,2020,15
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18351 12:00:00 AM,04/06/2020 12:00:00 PM,,456,,,2020,15
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18350 12:00:00 AM,04/05/2020 12:00:00 PM,,357,,,2020,15
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18349 12:00:00 AM,04/04/2020 12:00:00 PM,,357,,,2020,14
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18348 12:00:00 AM,04/03/2020 12:00:00 PM,,357,,,2020,14
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18347 12:00:00 AM,04/02/2020 12:00:00 PM,,315,,,2020,14
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18346 12:00:00 AM,04/01/2020 12:00:00 PM,,187,,,2020,14
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18345 12:00:00 AM,03/31/2020 12:00:00 PM,,155,,,2020,14
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18344 12:00:00 AM,03/30/2020 12:00:00 PM,,180,,,2020,14
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18343 12:00:00 AM,03/29/2020 12:00:00 PM,,201,,,2020,14
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18342 12:00:00 AM,03/28/2020 12:00:00 PM,,201,,,2020,13
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18341 12:00:00 AM,03/27/2020 12:00:00 PM,,201,,,2020,13
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18340 12:00:00 AM,03/26/2020 12:00:00 PM,,182,,,2020,13
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18339 12:00:00 AM,03/25/2020 12:00:00 PM,,192,,,2020,13
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18338 12:00:00 AM,03/24/2020 12:00:00 PM,,129,,,2020,13
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18337 12:00:00 AM,03/23/2020 12:00:00 PM,,90,,,2020,13
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18336 12:00:00 AM,03/22/2020 12:00:00 PM,,45,,,2020,13
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18335 12:00:00 AM,03/21/2020 12:00:00 PM,,46,,,2020,12
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18334 12:00:00 AM,03/20/2020 12:00:00 PM,,42,,,2020,12
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18333 12:00:00 AM,03/19/2020 12:00:00 PM,,42,,,2020,12
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18332 12:00:00 AM,03/18/2020 12:00:00 PM,,40,,,2020,12
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18331 12:00:00 AM,03/17/2020 12:00:00 PM,,43,,,2020,12
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18330 12:00:00 AM,03/16/2020 12:00:00 PM,,32,,,2020,12
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18329 12:00:00 AM,03/15/2020 12:00:00 PM,,34,,,2020,12
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18328 12:00:00 AM,03/14/2020 12:00:00 PM,,31,,,2020,11
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18327 12:00:00 AM,03/13/2020 12:00:00 PM,,32,,,2020,11
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18326 12:00:00 AM,03/12/2020 12:00:00 PM,,32,,,2020,11
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18325 12:00:00 AM,03/11/2020 12:00:00 PM,,31,,,2020,11
"MWRA Wastewater COVID RNA Copies/mL, 7-Day Average (Northern Metro Area)",01/01/18324 12:00:00 AM,03/10/2020 12:00:00 PM,,21,,,2020,11
Percent of ED visits for acute respiratory disease (Massachusetts),11/18/2023 12:00:00 PM,11/24/2023 12:00:00 PM,,0.141,8635,61316,2023,47
Percent of ED visits for acute respiratory disease (Massachusetts),11/11/2023 12:00:00 PM,11/17/2023 12:00:00 PM,,0.144,9333,64645,2023,46
Percent of ED visits for acute respiratory disease (Massachusetts),11/04/2023 12:00:00 PM,11/10/2023 12:00:00 PM,,0.143,9195,64288,2023,45
Percent of ED visits for acute respiratory disease (Massachusetts),10/28/2023 12:00:00 PM,11/03/2023 12:00:00 PM,,0.133,8486,63613,2023,44
Percent of ED visits for acute respiratory disease (Massachusetts),10/21/2023 12:00:00 PM,10/27/2023 12:00:00 PM,,0.13,8615,66084,2023,43
Percent of ED visits for acute respiratory disease (Massachusetts),10/14/2023 12:00:00 PM,10/20/2023 12:00:00 PM,,0.129,8393,64844,2023,42
Percent of ED visits for acute respiratory disease (Massachusetts),10/07/2023 12:00:00 PM,10/13/2023 12:00:00 PM,,0.125,8147,64968,2023,41
Percent of ED visits for acute respiratory disease (Massachusetts),09/30/2023 12:00:00 PM,10/06/2023 12:00:00 PM,,0.126,8512,67690,2023,40
Percent of ED visits for acute respiratory disease (Massachusetts),09/23/2023 12:00:00 PM,09/29/2023 12:00:00 PM,,0.122,7780,63809,2023,39
Percent of ED visits for acute respiratory disease (Massachusetts),09/16/2023 12:00:00 PM,09/22/2023 12:00:00 PM,,0.115,7535,65512,2023,38
Percent of ED visits for acute respiratory disease (Massachusetts),09/09/2023 12:00:00 PM,09/15/2023 12:00:00 PM,,0.104,6829,65891,2023,37
Percent of ED visits for acute respiratory disease (Massachusetts),09/02/2023 12:00:00 PM,09/08/2023 12:00:00 PM,,0.102,6764,66612,2023,36
Percent of ED visits for acute respiratory disease (Massachusetts),08/26/2023 12:00:00 PM,09/01/2023 12:00:00 PM,,0.095,6142,64655,2023,35
Percent of ED visits for acute respiratory disease (Massachusetts),08/19/2023 12:00:00 PM,08/25/2023 12:00:00 PM,,0.094,6081,64556,2023,34
Percent of ED visits for acute respiratory disease (Massachusetts),08/12/2023 12:00:00 PM,08/18/2023 12:00:00 PM,,0.09,5852,65294,2023,33
Percent of ED visits for acute respiratory disease (Massachusetts),08/05/2023 12:00:00 PM,08/11/2023 12:00:00 PM,,0.087,5848,67030,2023,32
Percent of ED visits for acute respiratory disease (Massachusetts),07/29/2023 12:00:00 PM,08/04/2023 12:00:00 PM,,0.083,5466,65838,2023,31
Percent of ED visits for acute respiratory disease (Massachusetts),07/22/2023 12:00:00 PM,07/28/2023 12:00:00 PM,,0.08,5327,66695,2023,30
Percent of ED visits for acute respiratory disease (Massachusetts),07/15/2023 12:00:00 PM,07/21/2023 12:00:00 PM,,0.08,5344,66739,2023,29
Percent of ED visits for acute respiratory disease (Massachusetts),07/08/2023 12:00:00 PM,07/14/2023 12:00:00 PM,,0.08,5356,67343,2023,28
Percent of ED visits for acute respiratory disease (Massachusetts),07/01/2023 12:00:00 PM,07/07/2023 12:00:00 PM,,0.082,5369,65425,2023,27
Percent of ED visits for acute respiratory disease (Massachusetts),06/24/2023 12:00:00 PM,06/30/2023 12:00:00 PM,,0.0824,5566,67527,2023,26
Percent of ED visits for acute respiratory disease (Massachusetts),06/17/2023 12:00:00 PM,06/23/2023 12:00:00 PM,,0.0961,6417,66802,2023,25
Percent of ED visits for acute respiratory disease (Massachusetts),06/10/2023 12:00:00 PM,06/16/2023 12:00:00 PM,,0.0989,6777,68542,2023,24
Percent of ED visits for acute respiratory disease (Massachusetts),06/03/2023 12:00:00 PM,06/09/2023 12:00:00 PM,,0.1,6646,66484,2023,23
Percent of ED visits for acute respiratory disease (Massachusetts),05/27/2023 12:00:00 PM,06/02/2023 12:00:00 PM,,0.1068,7101,66467,2023,22
Percent of ED visits for acute respiratory disease (Massachusetts),05/20/2023 12:00:00 PM,05/26/2023 12:00:00 PM,,0.103,6815,66193,2023,21
Percent of ED visits for acute respiratory disease (Massachusetts),05/13/2023 12:00:00 PM,05/19/2023 12:00:00 PM,,0.1076,7178,66681,2023,20
Percent of ED visits for acute respiratory disease (Massachusetts),05/06/2023 12:00:00 PM,05/12/2023 12:00:00 PM,,0.1065,7039,66123,2023,19
Percent of ED visits for acute respiratory disease (Massachusetts),04/29/2023 12:00:00 PM,05/05/2023 12:00:00 PM,,0.1094,6802,62174,2023,18
Percent of ED visits for acute respiratory disease (Massachusetts),04/22/2023 12:00:00 PM,04/28/2023 12:00:00 PM,,0.1099,6743,61354,2023,17
Percent of ED visits for acute respiratory disease (Massachusetts),04/15/2023 12:00:00 PM,04/21/2023 12:00:00 PM,,0.1137,6987,61455,2023,16
Percent of ED visits for acute respiratory disease (Massachusetts),04/08/2023 12:00:00 PM,04/14/2023 12:00:00 PM,,0.1241,8061,64972,2023,15
Percent of ED visits for acute respiratory disease (Massachusetts),04/01/2023 12:00:00 PM,04/07/2023 12:00:00 PM,,0.1287,7970,61944,2023,14
Percent of ED visits for acute respiratory disease (Massachusetts),03/25/2023 12:00:00 PM,03/31/2023 12:00:00 PM,,0.1338,8309,62111,2023,13
Percent of ED visits for acute respiratory disease (Massachusetts),03/18/2023 12:00:00 PM,03/24/2023 12:00:00 PM,,0.1287,8037,62464,2023,12
Percent of ED visits for acute respiratory disease (Massachusetts),03/11/2023 12:00:00 PM,03/17/2023 12:00:00 PM,,0.1296,7786,60095,2023,11
Percent of ED visits for acute respiratory disease (Massachusetts),03/04/2023 12:00:00 PM,03/10/2023 12:00:00 PM,,0.1295,7838,60533,2023,10
Percent of ED visits for acute respiratory disease (Massachusetts),02/25/2023 12:00:00 PM,03/03/2023 12:00:00 PM,,0.1335,7877,58995,2023,9
Percent of ED visits for acute respiratory disease (Massachusetts),02/18/2023 12:00:00 PM,02/24/2023 12:00:00 PM,,0.1354,8017,59215,2023,8
Percent of ED visits for acute respiratory disease (Massachusetts),02/11/2023 12:00:00 PM,02/17/2023 12:00:00 PM,,0.1386,8635,62317,2023,7
Percent of ED visits for acute respiratory disease (Massachusetts),02/04/2023 12:00:00 PM,02/10/2023 12:00:00 PM,,0.1352,8278,61246,2023,6
Percent of ED visits for acute respiratory disease (Massachusetts),01/28/2023 12:00:00 PM,02/03/2023 12:00:00 PM,,0.1371,7800,56907,2023,5
Percent of ED visits for acute respiratory disease (Massachusetts),01/21/2023 12:00:00 PM,01/27/2023 12:00:00 PM,,0.1388,8144,58678,2023,4
Percent of ED visits for acute respiratory disease (Massachusetts),01/14/2023 12:00:00 PM,01/20/2023 12:00:00 PM,,0.146,8502,58229,2023,3
Percent of ED visits for acute respiratory disease (Massachusetts),01/07/2023 12:00:00 PM,01/13/2023 12:00:00 PM,,0.1655,10000,60419,2023,2
Percent of ED visits for acute respiratory disease (Massachusetts),12/31/2022 12:00:00 PM,01/06/2023 12:00:00 PM,,0.198,12920,65240,2023,1
Percent of ED visits for acute respiratory disease (Massachusetts),12/24/2022 12:00:00 PM,12/30/2022 12:00:00 PM,,0.2349,15087,64219,2022,52
Percent of ED visits for acute respiratory disease (Massachusetts),12/17/2022 12:00:00 PM,12/23/2022 12:00:00 PM,,0.2433,15431,63419,2022,51
Percent of ED visits for acute respiratory disease (Massachusetts),12/10/2022 12:00:00 PM,12/16/2022 12:00:00 PM,,0.2388,15792,66126,2022,50
Percent of ED visits for acute respiratory disease (Massachusetts),12/03/2022 12:00:00 PM,12/09/2022 12:00:00 PM,,0.2333,16030,68722,2022,49
Percent of ED visits for acute respiratory disease (Massachusetts),11/26/2022 12:00:00 PM,12/02/2022 12:00:00 PM,,0.2209,15254,69044,2022,48
Percent of ED visits for acute respiratory disease (Massachusetts),11/19/2022 12:00:00 PM,11/25/2022 12:00:00 PM,,0.2007,12225,60903,2022,47
Percent of ED visits for acute respiratory disease (Massachusetts),11/12/2022 12:00:00 PM,11/18/2022 12:00:00 PM,,0.1779,11297,63497,2022,46
Percent of ED visits for acute respiratory disease (Massachusetts),11/05/2022 12:00:00 PM,11/11/2022 12:00:00 PM,,0.1774,11987,67563,2022,45
Percent of ED visits for acute respiratory disease (Massachusetts),10/29/2022 12:00:00 PM,11/04/2022 12:00:00 PM,,0.1759,12010,68270,2022,44
Percent of ED visits for acute respiratory disease (Massachusetts),10/22/2022 12:00:00 PM,10/28/2022 12:00:00 PM,,0.1677,11167,66571,2022,43
Percent of ED visits for acute respiratory disease (Massachusetts),10/15/2022 12:00:00 PM,10/21/2022 12:00:00 PM,,0.1564,10406,66551,2022,42
Percent of ED visits for acute respiratory disease (Massachusetts),10/08/2022 12:00:00 PM,10/14/2022 12:00:00 PM,,0.155,10379,66947,2022,41
Percent of ED visits for acute respiratory disease (Massachusetts),10/01/2022 12:00:00 PM,10/07/2022 12:00:00 PM,,0.1544,10198,66063,2022,40
Percent of ED visits for acute respiratory disease (Massachusetts),09/24/2022 12:00:00 PM,09/30/2022 12:00:00 PM,,0.1452,9653,66482,2022,39
Percent of ED visits for acute respiratory disease (Massachusetts),09/17/2022 12:00:00 PM,09/23/2022 12:00:00 PM,,0.1378,9238,67057,2022,38
Percent of ED visits for acute respiratory disease (Massachusetts),09/10/2022 12:00:00 PM,09/16/2022 12:00:00 PM,,0.1259,8548,67883,2022,37
Percent of ED visits for acute respiratory disease (Massachusetts),09/03/2022 12:00:00 PM,09/09/2022 12:00:00 PM,,0.1093,7062,64640,2022,36
Percent of ED visits for acute respiratory disease (Massachusetts),08/27/2022 12:00:00 PM,09/02/2022 12:00:00 PM,,0.1048,6806,64953,2022,35
Percent of ED visits for acute respiratory disease (Massachusetts),08/20/2022 12:00:00 PM,08/26/2022 12:00:00 PM,,0.1085,7098,65395,2022,34
Percent of ED visits for acute respiratory disease (Massachusetts),08/13/2022 12:00:00 PM,08/19/2022 12:00:00 PM,,0.11,7110,64611,2022,33
Percent of ED visits for acute respiratory disease (Massachusetts),08/06/2022 12:00:00 PM,08/12/2022 12:00:00 PM,,0.1078,7128,66125,2022,32
Percent of ED visits for acute respiratory disease (Massachusetts),07/30/2022 12:00:00 PM,08/05/2022 12:00:00 PM,,0.1067,6996,65561,2022,31
Percent of ED visits for acute respiratory disease (Massachusetts),07/23/2022 12:00:00 PM,07/29/2022 12:00:00 PM,,0.1046,6971,66617,2022,30
Percent of ED visits for acute respiratory disease (Massachusetts),07/16/2022 12:00:00 PM,07/22/2022 12:00:00 PM,,0.1079,7150,66243,2022,29
Percent of ED visits for acute respiratory disease (Massachusetts),07/09/2022 12:00:00 PM,07/15/2022 12:00:00 PM,,0.11,7317,66513,2022,28
Percent of ED visits for acute respiratory disease (Massachusetts),07/02/2022 12:00:00 PM,07/08/2022 12:00:00 PM,,0.1134,7523,66332,2022,27
Percent of ED visits for acute respiratory disease (Massachusetts),06/25/2022 12:00:00 PM,07/01/2022 12:00:00 PM,,0.1182,7796,65976,2022,26
Percent of ED visits for acute respiratory disease (Massachusetts),06/18/2022 12:00:00 PM,06/24/2022 12:00:00 PM,,0.1205,7726,64112,2022,25
Percent of ED visits for acute respiratory disease (Massachusetts),06/11/2022 12:00:00 PM,06/17/2022 12:00:00 PM,,0.1181,7797,65996,2022,24
Percent of ED visits for acute respiratory disease (Massachusetts),06/04/2022 12:00:00 PM,06/10/2022 12:00:00 PM,,0.1243,8125,65362,2022,23
Percent of ED visits for acute respiratory disease (Massachusetts),05/28/2022 12:00:00 PM,06/03/2022 12:00:00 PM,,0.1369,8828,64502,2022,22
Percent of ED visits for acute respiratory disease (Massachusetts),05/21/2022 12:00:00 PM,05/27/2022 12:00:00 PM,,0.145,9574,66035,2022,21
Percent of ED visits for acute respiratory disease (Massachusetts),05/14/2022 12:00:00 PM,05/20/2022 12:00:00 PM,,0.1536,10619,69134,2022,20
Percent of ED visits for acute respiratory disease (Massachusetts),05/07/2022 12:00:00 PM,05/13/2022 12:00:00 PM,,0.1721,11573,67265,2022,19
Percent of ED visits for acute respiratory disease (Massachusetts),04/30/2022 12:00:00 PM,05/06/2022 12:00:00 PM,,0.1606,10387,64659,2022,18
Percent of ED visits for acute respiratory disease (Massachusetts),04/23/2022 12:00:00 PM,04/29/2022 12:00:00 PM,,0.1524,9691,63594,2022,17
Percent of ED visits for acute respiratory disease (Massachusetts),04/16/2022 12:00:00 PM,04/22/2022 12:00:00 PM,,0.1569,9486,60470,2022,16
Percent of ED visits for acute respiratory disease (Massachusetts),04/09/2022 12:00:00 PM,04/15/2022 12:00:00 PM,,0.1541,9820,63707,2022,15
Percent of ED visits for acute respiratory disease (Massachusetts),04/02/2022 12:00:00 PM,04/08/2022 12:00:00 PM,,0.142,8780,61812,2022,14
Percent of ED visits for acute respiratory disease (Massachusetts),03/26/2022 12:00:00 PM,04/01/2022 12:00:00 PM,,0.1274,7680,60260,2022,13
Percent of ED visits for acute respiratory disease (Massachusetts),03/19/2022 12:00:00 PM,03/25/2022 12:00:00 PM,,0.1104,6607,59849,2022,12
Percent of ED visits for acute respiratory disease (Massachusetts),03/12/2022 12:00:00 PM,03/18/2022 12:00:00 PM,,0.1024,5997,58588,2022,11
Percent of ED visits for acute respiratory disease (Massachusetts),03/05/2022 12:00:00 PM,03/11/2022 12:00:00 PM,,0.0943,5298,56158,2022,10
Percent of ED visits for acute respiratory disease (Massachusetts),02/26/2022 12:00:00 PM,03/04/2022 12:00:00 PM,,0.0879,4881,55534,2022,9
Percent of ED visits for acute respiratory disease (Massachusetts),02/19/2022 12:00:00 PM,02/25/2022 12:00:00 PM,,0.0905,4669,51605,2022,8
Percent of ED visits for acute respiratory disease (Massachusetts),02/12/2022 12:00:00 PM,02/18/2022 12:00:00 PM,,0.0914,4861,53207,2022,7
Percent of ED visits for acute respiratory disease (Massachusetts),02/05/2022 12:00:00 PM,02/11/2022 12:00:00 PM,,0.095,5171,54412,2022,6
Percent of ED visits for acute respiratory disease (Massachusetts),01/29/2022 12:00:00 PM,02/04/2022 12:00:00 PM,,0.1207,5889,48773,2022,5
Percent of ED visits for acute respiratory disease (Massachusetts),01/22/2022 12:00:00 PM,01/28/2022 12:00:00 PM,,0.1547,7374,47653,2022,4
Percent of ED visits for acute respiratory disease (Massachusetts),01/15/2022 12:00:00 PM,01/21/2022 12:00:00 PM,,0.197,10214,51848,2022,3
Percent of ED visits for acute respiratory disease (Massachusetts),01/08/2022 12:00:00 PM,01/14/2022 12:00:00 PM,,0.2597,14136,54431,2022,2
Percent of ED visits for acute respiratory disease (Massachusetts),01/01/2022 12:00:00 PM,01/07/2022 12:00:00 PM,,0.2977,19051,63987,2022,1
Percent of ED visits for acute respiratory disease (Massachusetts),12/25/2021 12:00:00 PM,12/31/2021 12:00:00 PM,,0.2978,20491,68803,2021,52
Percent of ED visits for acute respiratory disease (Massachusetts),12/18/2021 12:00:00 PM,12/24/2021 12:00:00 PM,,0.2292,13478,58797,2021,51
Percent of ED visits for acute respiratory disease (Massachusetts),12/11/2021 12:00:00 PM,12/17/2021 12:00:00 PM,,0.1909,11910,62401,2021,50
Percent of ED visits for acute respiratory disease (Massachusetts),12/04/2021 12:00:00 PM,12/10/2021 12:00:00 PM,,0.1853,11789,63620,2021,49
Percent of ED visits for acute respiratory disease (Massachusetts),11/27/2021 12:00:00 PM,12/03/2021 12:00:00 PM,,0.183,11626,63527,2021,48
Percent of ED visits for acute respiratory disease (Massachusetts),11/20/2021 12:00:00 PM,11/26/2021 12:00:00 PM,,0.1689,9887,58542,2021,47
Percent of ED visits for acute respiratory disease (Massachusetts),11/13/2021 12:00:00 PM,11/19/2021 12:00:00 PM,,0.1487,9196,61830,2021,46
Percent of ED visits for acute respiratory disease (Massachusetts),11/06/2021 12:00:00 PM,11/12/2021 12:00:00 PM,,0.1417,8709,61459,2021,45
Percent of ED visits for acute respiratory disease (Massachusetts),10/30/2021 12:00:00 PM,11/05/2021 12:00:00 PM,,0.1303,8137,62425,2021,44
Percent of ED visits for acute respiratory disease (Massachusetts),10/23/2021 12:00:00 PM,10/29/2021 12:00:00 PM,,0.126,7695,61057,2021,43
Percent of ED visits for acute respiratory disease (Massachusetts),10/16/2021 12:00:00 PM,10/22/2021 12:00:00 PM,,0.131,8510,64954,2021,42
Percent of ED visits for acute respiratory disease (Massachusetts),10/09/2021 12:00:00 PM,10/15/2021 12:00:00 PM,,0.1367,9108,66612,2021,41
Percent of ED visits for acute respiratory disease (Massachusetts),10/02/2021 12:00:00 PM,10/08/2021 12:00:00 PM,,0.1361,8890,65321,2021,40
Percent of ED visits for acute respiratory disease (Massachusetts),09/25/2021 12:00:00 PM,10/01/2021 12:00:00 PM,,0.134,8699,64933,2021,39
Percent of ED visits for acute respiratory disease (Massachusetts),09/18/2021 12:00:00 PM,09/24/2021 12:00:00 PM,,0.1285,8564,66648,2021,38
Percent of ED visits for acute respiratory disease (Massachusetts),09/11/2021 12:00:00 PM,09/17/2021 12:00:00 PM,,0.1205,8095,67151,2021,37
Percent of ED visits for acute respiratory disease (Massachusetts),09/04/2021 12:00:00 PM,09/10/2021 12:00:00 PM,,0.121,8075,66763,2021,36
Percent of ED visits for acute respiratory disease (Massachusetts),08/28/2021 12:00:00 PM,09/03/2021 12:00:00 PM,,0.112,7308,65269,2021,35
Percent of ED visits for acute respiratory disease (Massachusetts),08/21/2021 12:00:00 PM,08/27/2021 12:00:00 PM,,0.1116,7311,65507,2021,34
Percent of ED visits for acute respiratory disease (Massachusetts),08/14/2021 12:00:00 PM,08/20/2021 12:00:00 PM,,0.1125,7589,67437,2021,33
Percent of ED visits for acute respiratory disease (Massachusetts),08/07/2021 12:00:00 PM,08/13/2021 12:00:00 PM,,0.1101,7471,67874,2021,32
Percent of ED visits for acute respiratory disease (Massachusetts),07/31/2021 12:00:00 PM,08/06/2021 12:00:00 PM,,0.1073,7109,66252,2021,31
Percent of ED visits for acute respiratory disease (Massachusetts),07/24/2021 12:00:00 PM,07/30/2021 12:00:00 PM,,0.1029,6890,66941,2021,30
Percent of ED visits for acute respiratory disease (Massachusetts),07/17/2021 12:00:00 PM,07/23/2021 12:00:00 PM,,0.0958,6406,66879,2021,29
Percent of ED visits for acute respiratory disease (Massachusetts),07/10/2021 12:00:00 PM,07/16/2021 12:00:00 PM,,0.0895,5929,66248,2021,28
Percent of ED visits for acute respiratory disease (Massachusetts),07/03/2021 12:00:00 PM,07/09/2021 12:00:00 PM,,0.0873,5527,63324,2021,27
Percent of ED visits for acute respiratory disease (Massachusetts),06/26/2021 12:00:00 PM,07/02/2021 12:00:00 PM,,0.0849,5406,63670,2021,26
Percent of ED visits for acute respiratory disease (Massachusetts),06/19/2021 12:00:00 PM,06/25/2021 12:00:00 PM,,0.0868,5559,64072,2021,25
Percent of ED visits for acute respiratory disease (Massachusetts),06/12/2021 12:00:00 PM,06/18/2021 12:00:00 PM,,0.0875,5617,64196,2021,24
Percent of ED visits for acute respiratory disease (Massachusetts),06/05/2021 12:00:00 PM,06/11/2021 12:00:00 PM,,0.0803,5148,64099,2021,23
Percent of ED visits for acute respiratory disease (Massachusetts),05/29/2021 12:00:00 PM,06/04/2021 12:00:00 PM,,0.0824,4950,60100,2021,22
Percent of ED visits for acute respiratory disease (Massachusetts),05/22/2021 12:00:00 PM,05/28/2021 12:00:00 PM,,0.0752,4537,60301,2021,21
Percent of ED visits for acute respiratory disease (Massachusetts),05/15/2021 12:00:00 PM,05/21/2021 12:00:00 PM,,0.0807,4914,60877,2021,20
Percent of ED visits for acute respiratory disease (Massachusetts),05/08/2021 12:00:00 PM,05/14/2021 12:00:00 PM,,0.0822,4740,57635,2021,19
Percent of ED visits for acute respiratory disease (Massachusetts),05/01/2021 12:00:00 PM,05/07/2021 12:00:00 PM,,0.0811,4593,56630,2021,18
Percent of ED visits for acute respiratory disease (Massachusetts),04/24/2021 12:00:00 PM,04/30/2021 12:00:00 PM,,0.0857,4862,56764,2021,17
Percent of ED visits for acute respiratory disease (Massachusetts),04/17/2021 12:00:00 PM,04/23/2021 12:00:00 PM,,0.0859,4792,55757,2021,16
Percent of ED visits for acute respiratory disease (Massachusetts),04/10/2021 12:00:00 PM,04/16/2021 12:00:00 PM,,0.092,5169,56197,2021,15
Percent of ED visits for acute respiratory disease (Massachusetts),04/03/2021 12:00:00 PM,04/09/2021 12:00:00 PM,,0.0957,5307,55428,2021,14
Percent of ED visits for acute respiratory disease (Massachusetts),03/27/2021 12:00:00 PM,04/02/2021 12:00:00 PM,,0.0958,5068,52919,2021,13
